Ensembl Gene ID	GO Term Name
ENSG00000134376	microvillus
ENSG00000134376	membrane organization
ENSG00000134376	plasma membrane organization
ENSG00000134376	calcium ion binding
ENSG00000134376	protein binding
ENSG00000134376	protein binding
ENSG00000134376	extracellular region
ENSG00000134376	establishment or maintenance of cell polarity
ENSG00000134376	cell-cell signaling
ENSG00000134376	integral component of membrane
ENSG00000134376	apical plasma membrane
ENSG00000134376	protein binding
ENSG00000134376	calcium ion binding
ENSG00000134376	calcium ion binding
ENSG00000134376	protein binding
ENSG00000134376	protein binding
ENSG00000134376	extracellular region
ENSG00000134376	establishment or maintenance of cell polarity
ENSG00000134376	cell-cell signaling
ENSG00000134376	integral component of membrane
ENSG00000134376	apical plasma membrane
ENSG00000134376	calcium ion binding
ENSG00000134376	protein binding
ENSG00000134376	protein binding
ENSG00000134376	extracellular region
ENSG00000134376	establishment or maintenance of cell polarity
ENSG00000134376	cell-cell signaling
ENSG00000134376	integral component of membrane
ENSG00000134376	apical plasma membrane
ENSG00000003987	phosphatase activity
ENSG00000003987	protein tyrosine phosphatase activity
ENSG00000003987	cytosol
ENSG00000003987	protein dephosphorylation
ENSG00000003987	phospholipid metabolic process
ENSG00000003987	phosphatidylinositol biosynthetic process
ENSG00000003987	peptidyl-tyrosine dephosphorylation
ENSG00000003987	small molecule metabolic process
ENSG00000003987	dephosphorylation
ENSG00000003987	protein binding
ENSG00000003987	membrane
ENSG00000003987	cytosol
ENSG00000003987	inositol phosphate dephosphorylation
ENSG00000003987	phosphatidylinositol dephosphorylation
ENSG00000003987	protein tyrosine phosphatase activity
ENSG00000003987	cytosol
ENSG00000003987	protein dephosphorylation
ENSG00000003987	phospholipid metabolic process
ENSG00000003987	phosphatidylinositol biosynthetic process
ENSG00000003987	peptidyl-tyrosine dephosphorylation
ENSG00000003987	small molecule metabolic process
ENSG00000003987	phosphatase activity
ENSG00000003987	dephosphorylation
ENSG00000134376	calcium ion binding
ENSG00000134376	protein binding
ENSG00000003987	
ENSG00000152954	transport vesicle
ENSG00000152954	transport vesicle
ENSG00000152954	nervous system development
ENSG00000152954	integral component of membrane
ENSG00000152954	cytoplasmic membrane-bounded vesicle
ENSG00000152954	growth cone
ENSG00000152954	neuron projection
ENSG00000152954	neuronal cell body
ENSG00000152954	transport vesicle
ENSG00000152954	transport vesicle
ENSG00000214376	integral component of membrane
ENSG00000152954	transport vesicle
ENSG00000152954	transport vesicle
ENSG00000152954	nervous system development
ENSG00000152954	integral component of membrane
ENSG00000152954	cytoplasmic membrane-bounded vesicle
ENSG00000152954	growth cone
ENSG00000152954	neuron projection
ENSG00000152954	neuronal cell body
ENSG00000152954	neuronal cell body
ENSG00000152954	cytoplasmic membrane-bounded vesicle
ENSG00000152954	neuron projection
ENSG00000152954	nervous system development
ENSG00000152954	growth cone
ENSG00000214376	
ENSG00000164794	delayed rectifier potassium channel activity
ENSG00000164794	plasma membrane
ENSG00000164794	integral component of plasma membrane
ENSG00000164794	potassium ion transport
ENSG00000164794	synaptic transmission
ENSG00000164794	voltage-gated potassium channel complex
ENSG00000164794	ion channel inhibitor activity
ENSG00000164794	potassium channel regulator activity
ENSG00000164794	regulation of ion transmembrane transport
ENSG00000164794	protein homooligomerization
ENSG00000164794	potassium ion transmembrane transport
ENSG00000164794	protein binding
ENSG00000164794	ion channel activity
ENSG00000164794	ion transport
ENSG00000164794	transmembrane transport
ENSG00000164794	membrane
ENSG00000164794	potassium channel activity
ENSG00000164794	delayed rectifier potassium channel activity
ENSG00000164794	plasma membrane
ENSG00000164794	integral component of plasma membrane
ENSG00000164794	potassium ion transport
ENSG00000164794	synaptic transmission
ENSG00000164794	voltage-gated potassium channel complex
ENSG00000164794	ion channel inhibitor activity
ENSG00000164794	potassium channel regulator activity
ENSG00000164794	regulation of ion transmembrane transport
ENSG00000164794	protein homooligomerization
ENSG00000164794	potassium ion transmembrane transport
ENSG00000164794	protein binding
ENSG00000164794	ion channel activity
ENSG00000164794	ion transport
ENSG00000164794	transmembrane transport
ENSG00000164794	membrane
ENSG00000162951	molecular_function
ENSG00000162951	endoplasmic reticulum
ENSG00000162951	biological_process
ENSG00000162951	integral component of membrane
ENSG00000162951	cell junction
ENSG00000162951	axon
ENSG00000162951	growth cone
ENSG00000162951	postsynaptic membrane
ENSG00000162951	protein binding
ENSG00000162992	RNA polymerase II activating transcription factor binding
ENSG00000162992	RNA polymerase II transcription coactivator activity
ENSG00000162992	chromatin binding
ENSG00000162992	sequence-specific DNA binding transcription factor activity
ENSG00000162992	transcription coactivator activity
ENSG00000162992	protein binding
ENSG00000162992	nucleus
ENSG00000162992	nucleoplasm
ENSG00000162992	cytoplasm
ENSG00000162992	transcription, DNA-templated
ENSG00000162992	nitric oxide mediated signal transduction
ENSG00000162992	transcription factor binding
ENSG00000162992	response to glucose
ENSG00000162992	dentate gyrus development
ENSG00000162992	cerebellum development
ENSG00000162992	neurogenesis
ENSG00000162992	insulin secretion
ENSG00000162992	endocrine pancreas development
ENSG00000162992	amacrine cell differentiation
ENSG00000162992	enteroendocrine cell differentiation
ENSG00000162992	glucose homeostasis
ENSG00000162992	positive regulation of apoptotic process
ENSG00000162992	positive regulation of cell differentiation
ENSG00000162992	positive regulation of neuron differentiation
ENSG00000162992	positive regulation of transcription, DNA-templated
ENSG00000162992	positive regulation of transcription from RNA polymerase II promoter
ENSG00000162992	protein heterodimerization activity
ENSG00000162992	embryonic organ morphogenesis
ENSG00000162992	inner ear development
ENSG00000162992	regulation of insulin secretion
ENSG00000162992	positive regulation of sequence-specific DNA binding transcription factor activity
ENSG00000162992	regulation of intestinal epithelial structure maintenance
ENSG00000162992	E-box binding
ENSG00000162992	regulation of cell cycle arrest
ENSG00000162992	negative regulation of type B pancreatic cell apoptotic process
ENSG00000162992	positive regulation of transcription regulatory region DNA binding
ENSG00000162992	sequence-specific DNA binding
ENSG00000162992	protein dimerization activity
ENSG00000162992	protein binding
ENSG00000162992	intracellular
ENSG00000162992	nucleus
ENSG00000162992	sequence-specific DNA binding
ENSG00000162992	DNA binding
ENSG00000162992	chromatin binding
ENSG00000162992	positive regulation of transcription from RNA polymerase II promoter
ENSG00000162992	inner ear development
ENSG00000162992	positive regulation of sequence-specific DNA binding transcription factor activity
ENSG00000162992	cell fate commitment
ENSG00000162992	camera-type eye development
ENSG00000162992	anterior/posterior pattern specification
ENSG00000162992	signal transduction involved in regulation of gene expression
ENSG00000162992	hindbrain development
ENSG00000162992	glucose homeostasis
ENSG00000162992	positive regulation of transcription, DNA-templated
ENSG00000162992	positive regulation of apoptotic process
ENSG00000162992	protein heterodimerization activity
ENSG00000162992	E-box binding
ENSG00000162992	positive regulation of neuron differentiation
ENSG00000162992	RNA polymerase II core promoter proximal region sequence-specific DNA binding
ENSG00000162992	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription
ENSG00000162992	endocrine pancreas development
ENSG00000162992	negative regulation of JAK-STAT cascade
ENSG00000162992	cerebellum development
ENSG00000162992	regulation of neuron differentiation
ENSG00000162992	positive regulation of cell differentiation
ENSG00000162992	dentate gyrus development
ENSG00000162992	embryonic organ morphogenesis
ENSG00000162992	regulation of cell cycle arrest
ENSG00000162992	negative regulation of type B pancreatic cell apoptotic process
ENSG00000162992	amacrine cell differentiation
ENSG00000162992	pancreatic A cell fate commitment
ENSG00000162992	pancreatic PP cell fate commitment
ENSG00000162992	enteroendocrine cell differentiation
ENSG00000162992	regulation of intestinal epithelial structure maintenance
ENSG00000162992	double-stranded DNA binding
ENSG00000162992	response to drug
ENSG00000162992	cellular response to glucose stimulus
ENSG00000162992	nucleocytoplasmic transport
ENSG00000015592	Golgi apparatus
ENSG00000015592	axon
ENSG00000015592	growth cone
ENSG00000015592	regulation of microtubule polymerization or depolymerization
ENSG00000162951	molecular_function
ENSG00000162951	endoplasmic reticulum
ENSG00000162951	biological_process
ENSG00000162951	integral component of membrane
ENSG00000162951	cell junction
ENSG00000162951	axon
ENSG00000162951	growth cone
ENSG00000162951	postsynaptic membrane
ENSG00000162951	protein binding
ENSG00000162951	molecular_function
ENSG00000162951	endoplasmic reticulum
ENSG00000162951	biological_process
ENSG00000162951	integral component of membrane
ENSG00000162951	cell junction
ENSG00000162951	axon
ENSG00000162951	growth cone
ENSG00000162951	postsynaptic membrane
ENSG00000162951	protein binding
ENSG00000162951	locomotory behavior
ENSG00000162951	synapse organization
ENSG00000162951	long-term synaptic potentiation
ENSG00000162951	protein localization to synapse
ENSG00000162951	exploration behavior
ENSG00000162951	negative regulation of receptor internalization
ENSG00000162951	excitatory synapse
ENSG00000162951	molecular_function
ENSG00000162951	endoplasmic reticulum
ENSG00000162951	biological_process
ENSG00000162951	integral component of membrane
ENSG00000162951	cell junction
ENSG00000162951	axon
ENSG00000162951	growth cone
ENSG00000162951	postsynaptic membrane
ENSG00000162951	protein binding
ENSG00000162951	protein binding
ENSG00000162951	protein binding
ENSG00000162951	protein binding
ENSG00000015592	Golgi apparatus
ENSG00000015592	axon
ENSG00000015592	growth cone
ENSG00000015592	regulation of microtubule polymerization or depolymerization
ENSG00000015592	Golgi apparatus
ENSG00000015592	axon
ENSG00000015592	growth cone
ENSG00000015592	regulation of microtubule polymerization or depolymerization
ENSG00000015592	regulation of microtubule polymerization or depolymerization
ENSG00000015592	regulation of microtubule polymerization or depolymerization
ENSG00000015592	regulation of microtubule polymerization or depolymerization
ENSG00000151917	RNA polymerase II transcription corepressor activity
ENSG00000151917	
ENSG00000151917	RNA polymerase II transcription corepressor activity
ENSG00000155897	nucleotide binding
ENSG00000155897	intracellular signal transduction
ENSG00000155897	adenylate cyclase activity
ENSG00000155897	adenylate cyclase activity
ENSG00000155897	ATP binding
ENSG00000155897	plasma membrane
ENSG00000155897	energy reserve metabolic process
ENSG00000155897	cAMP biosynthetic process
ENSG00000155897	water transport
ENSG00000155897	signal transduction
ENSG00000155897	epidermal growth factor receptor signaling pathway
ENSG00000155897	adenylate cyclase-activating G-protein coupled receptor signaling pathway
ENSG00000155897	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
ENSG00000155897	activation of phospholipase C activity
ENSG00000155897	synaptic transmission
ENSG00000155897	learning or memory
ENSG00000155897	calcium- and calmodulin-responsive adenylate cyclase activity
ENSG00000155897	fibroblast growth factor receptor signaling pathway
ENSG00000155897	membrane
ENSG00000155897	integral component of membrane
ENSG00000155897	activation of protein kinase A activity
ENSG00000155897	small molecule metabolic process
ENSG00000155897	innate immune response
ENSG00000155897	metal ion binding
ENSG00000155897	neurotrophin TRK receptor signaling pathway
ENSG00000155897	transmembrane transport
ENSG00000155897	cellular response to glucagon stimulus
ENSG00000155897	phosphorus-oxygen lyase activity
ENSG00000155897	cyclic nucleotide biosynthetic process
ENSG00000155897	long-term memory
ENSG00000155897	nucleotide binding
ENSG00000155897	intracellular signal transduction
ENSG00000155897	adenylate cyclase activity
ENSG00000155897	cAMP biosynthetic process
ENSG00000155897	integral component of membrane
ENSG00000155897	phosphorus-oxygen lyase activity
ENSG00000155897	cyclic nucleotide biosynthetic process
ENSG00000155897	nucleotide binding
ENSG00000155897	intracellular signal transduction
ENSG00000155897	phosphorus-oxygen lyase activity
ENSG00000155897	cyclic nucleotide biosynthetic process
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000152214	GTPase activity
ENSG00000152214	GTPase activity
ENSG00000152214	calmodulin binding
ENSG00000152214	GTP binding
ENSG00000152214	nucleus
ENSG00000152214	plasma membrane
ENSG00000152214	GTP catabolic process
ENSG00000152214	signal transduction
ENSG00000152214	signal transduction
ENSG00000152214	small GTPase mediated signal transduction
ENSG00000152214	small GTPase mediated signal transduction
ENSG00000152214	synaptic transmission
ENSG00000152214	neurotrophin TRK receptor signaling pathway
ENSG00000152214	intracellular protein transport
ENSG00000152214	nucleocytoplasmic transport
ENSG00000152214	intracellular
ENSG00000152214	protein transport
ENSG00000152214	membrane
ENSG00000152214	protein binding
ENSG00000152214	GTPase activity
ENSG00000152214	GTPase activity
ENSG00000152214	calmodulin binding
ENSG00000152214	GTP binding
ENSG00000152214	nucleus
ENSG00000152214	plasma membrane
ENSG00000152214	GTP catabolic process
ENSG00000152214	signal transduction
ENSG00000152214	signal transduction
ENSG00000152214	small GTPase mediated signal transduction
ENSG00000152214	small GTPase mediated signal transduction
ENSG00000152214	synaptic transmission
ENSG00000152214	neurotrophin TRK receptor signaling pathway
ENSG00000152214	intracellular
ENSG00000152214	protein transport
ENSG00000152214	membrane
ENSG00000152214	GTP binding
ENSG00000152214	GTP catabolic process
ENSG00000152214	small GTPase mediated signal transduction
ENSG00000152214	membrane
ENSG00000152214	signal transduction
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000166676	integral component of membrane
ENSG00000166676	integral component of membrane
ENSG00000166676	integral component of membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000166676	integral component of membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000166676	integral component of membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000166676	integral component of membrane
ENSG00000166676	integral component of membrane
ENSG00000166676	integral component of membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000100678	calmodulin binding
ENSG00000100678	plasma membrane
ENSG00000100678	ion transport
ENSG00000100678	cell communication
ENSG00000100678	blood coagulation
ENSG00000100678	integral component of membrane
ENSG00000100678	sodium ion transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	calcium:sodium antiporter activity
ENSG00000100678	calcium ion transport
ENSG00000100678	membrane
ENSG00000100678	calmodulin binding
ENSG00000100678	plasma membrane
ENSG00000100678	ion transport
ENSG00000100678	cell communication
ENSG00000100678	blood coagulation
ENSG00000100678	integral component of membrane
ENSG00000100678	sodium ion transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	calcium:sodium antiporter activity
ENSG00000100678	calcium ion transport
ENSG00000100678	membrane
ENSG00000100678	calmodulin binding
ENSG00000100678	plasma membrane
ENSG00000100678	ion transport
ENSG00000100678	cell communication
ENSG00000100678	blood coagulation
ENSG00000100678	integral component of membrane
ENSG00000100678	sodium ion transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	calcium:sodium antiporter activity
ENSG00000100678	calcium ion transport
ENSG00000100678	membrane
ENSG00000100678	hematopoietic progenitor cell differentiation
ENSG00000100678	metal ion transport
ENSG00000100678	calcium:cation antiporter activity
ENSG00000100678	microtubule
ENSG00000100678	sarcolemma
ENSG00000100678	plasma membrane
ENSG00000100678	neuronal cell body
ENSG00000100678	sodium ion transport
ENSG00000100678	cell projection
ENSG00000100678	mitochondrion
ENSG00000100678	dendritic spine
ENSG00000100678	cellular response to cAMP
ENSG00000100678	calcium ion import into cell
ENSG00000100678	calcium ion export from cell
ENSG00000100678	telencephalon development
ENSG00000100678	calcium ion transport into cytosol
ENSG00000175766	translation initiation factor activity
ENSG00000175766	cytoplasm
ENSG00000175766	translational initiation
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000175766	translation initiation factor activity
ENSG00000175766	cytoplasm
ENSG00000175766	translational initiation
ENSG00000175766	mRNA cap binding complex
ENSG00000175766	regulation of translation
ENSG00000175766	RNA binding
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000175766	RNA binding
ENSG00000175766	translation initiation factor activity
ENSG00000175766	translational initiation
ENSG00000175766	cytoplasm
ENSG00000100678	calmodulin binding
ENSG00000100678	plasma membrane
ENSG00000100678	ion transport
ENSG00000100678	cell communication
ENSG00000100678	blood coagulation
ENSG00000100678	integral component of membrane
ENSG00000100678	sodium ion transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000100678	transmembrane transport
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000175766	translation initiation factor activity
ENSG00000175766	cytoplasm
ENSG00000175766	translational initiation
ENSG00000175766	mRNA cap binding complex
ENSG00000175766	regulation of translation
ENSG00000175766	RNA binding
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
ENSG00000006283	membrane
ENSG00000006283	plasma membrane
ENSG00000006283	voltage-gated calcium channel complex
ENSG00000006283	transport
ENSG00000006283	axon guidance
ENSG00000006283	low voltage-gated calcium channel activity
ENSG00000006283	regulation of ion transmembrane transport
ENSG00000006283	regulation of membrane potential
ENSG00000006283	positive regulation of calcium ion-dependent exocytosis
ENSG00000006283	calcium ion import
ENSG00000006283	membrane depolarization during action potential
ENSG00000006283	scaffold protein binding
ENSG00000006283	ion channel activity
ENSG00000006283	ion transport
ENSG00000006283	transmembrane transport
